年度,職類別,行業別,受僱員工人數,總薪資,經常性薪資,非經常性薪資
2019,軟體開發及程式設計師,廣播、電視節目編排及傳播業,138,46059,45787,272
2019,資料庫及網路專業人員,廣播、電視節目編排及傳播業,99,43138,42929,209
2019,律師及相關專業人員,廣播、電視節目編排及傳播業,— ,— ,— ,— 
2019,專利工程師及公證人,廣播、電視節目編排及傳播業,— ,— ,— ,— 
2019,編輯、作家及有關撰稿人員,廣播、電視節目編排及傳播業,427,43514,43039,475
2019,新聞記者,廣播、電視節目編排及傳播業,835,47148,46536,612
2019,翻譯人員,廣播、電視節目編排及傳播業,94,49842,49578,264
2019,表演藝術人員(含演員、配音員),廣播、電視節目編排及傳播業,— ,— ,— ,— 
2019,電影、舞台及有關導演與製作人,廣播、電視節目編排及傳播業,827,46393,45708,685
2019,廣播、電視及其他媒體播報員,廣播、電視節目編排及傳播業,375,49994,49186,808
2019,技術員及助理專業人員,廣播、電視節目編排及傳播業,4164,42641,41109,1532
2019,電機技術員,廣播、電視節目編排及傳播業,249,42931,42912,19
2019,電子技術員,廣播、電視節目編排及傳播業,67,44637,44637,— 
2019,品管技術員,廣播、電視節目編排及傳播業,— ,— ,— ,— 
2019,製圖員,廣播、電視節目編排及傳播業,— ,— ,— ,— 
2019,勞安及衛生技術員,廣播、電視節目編排及傳播業,— ,— ,— ,— 
2019,會計人員,廣播、電視節目編排及傳播業,110,50070,48631,1439
2019,統計及精算助理專業人員,廣播、電視節目編排及傳播業,… ,… ,… ,… 
2019,工商業銷售代表(含業務員),廣播、電視節目編排及傳播業,721,45128,39253,5875
2019,採購員,廣播、電視節目編排及傳播業,16,42001,42001,— 
2019,專業秘書,廣播、電視節目編排及傳播業,81,40962,40192,770
